2.338100000000000023e+02 0.000000000000000000e+00 9.457999999999999829e+01 1.978899999999999864e+02 4.567000000000000171e+00 9.470399999999999636e+02 8.521599999999999682e+02 1.000000000000000000e+02
1.946800000000000068e+02 0.000000000000000000e+00 1.005199999999999960e+02 1.701699999999999875e+02 7.480000000000000426e+00 9.980000000000000000e+02 9.017999999999999545e+02 2.800000000000000000e+01
2.750699999999999932e+02 0.000000000000000000e+00 1.213499999999999943e+02 1.594799999999999898e+02 9.900000000000000355e+00 1.053599999999999909e+03 7.775000000000000000e+02 3.000000000000000000e+00
2.890000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.920000000000000000e+02 0.000000000000000000e+00 9.132000000000000455e+02 8.952999999999999545e+02 7.000000000000000000e+00
3.100000000000000000e+02 1.430000000000000000e+02 0.000000000000000000e+00 1.680000000000000000e+02 1.000000000000000000e+01 9.140000000000000000e+02 8.040000000000000000e+02 2.800000000000000000e+01
1.820399999999999920e+02 4.521000000000000085e+01 1.219699999999999989e+02 1.702100000000000080e+02 8.189999999999999503e+00 1.059400000000000091e+03 7.806499999999999773e+02 2.800000000000000000e+01
2.120000000000000000e+02 0.000000000000000000e+00 1.247800000000000011e+02 1.590000000000000000e+02 7.839999999999999858e+00 1.085400000000000091e+03 7.995399999999999636e+02 3.000000000000000000e+00
3.391999999999999886e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.856999999999999886e+02 0.000000000000000000e+00 1.069200000000000045e+03 7.542999999999999545e+02 7.000000000000000000e+00
4.910000000000000000e+02 2.600000000000000000e+01 1.230000000000000000e+02 2.010000000000000000e+02 3.930000000000000160e+00 8.220000000000000000e+02 6.990000000000000000e+02 2.800000000000000000e+01
1.530000000000000000e+02 1.020000000000000000e+02 0.000000000000000000e+00 1.920000000000000000e+02 0.000000000000000000e+00 8.880000000000000000e+02 9.431000000000000227e+02 9.000000000000000000e+01
5.280000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.850000000000000000e+02 6.860000000000000320e+00 9.200000000000000000e+02 7.200000000000000000e+02 2.800000000000000000e+01
1.465000000000000000e+02 1.145999999999999943e+02 8.929999999999999716e+01 2.019000000000000057e+02 8.800000000000000711e+00 8.600000000000000000e+02 8.295000000000000000e+02 2.800000000000000000e+01
2.250000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.810000000000000000e+02 0.000000000000000000e+00 1.113000000000000000e+03 8.330000000000000000e+02 7.000000000000000000e+00
4.240000000000000000e+02 2.200000000000000000e+01 1.320000000000000000e+02 1.780000000000000000e+02 8.480000000000000426e+00 8.220000000000000000e+02 7.500000000000000000e+02 7.000000000000000000e+00
2.518100000000000023e+02 0.000000000000000000e+00 9.993999999999999773e+01 1.461399999999999864e+02 1.234999999999999964e+01 1.006000000000000000e+03 8.997599999999999909e+02 3.000000000000000000e+00
2.490999999999999943e+02 0.000000000000000000e+00 9.875000000000000000e+01 1.581100000000000136e+02 1.280000000000000071e+01 9.877599999999999909e+02 8.890099999999999909e+02 1.400000000000000000e+01
2.513700000000000045e+02 0.000000000000000000e+00 1.182699999999999960e+02 1.884499999999999886e+02 5.750000000000000000e+00 1.028400000000000091e+03 7.577300000000000182e+02 2.800000000000000000e+01
2.750699999999999932e+02 0.000000000000000000e+00 1.213499999999999943e+02 1.594799999999999898e+02 9.900000000000000355e+00 1.053599999999999909e+03 7.775000000000000000e+02 5.600000000000000000e+01
1.735399999999999920e+02 5.004999999999999716e+01 1.735300000000000011e+02 1.647700000000000102e+02 6.469999999999999751e+00 1.006200000000000045e+03 7.935000000000000000e+02 2.800000000000000000e+01
3.626000000000000227e+02 1.890000000000000000e+02 0.000000000000000000e+00 1.649000000000000057e+02 1.159999999999999964e+01 9.447000000000000455e+02 7.557999999999999545e+02 2.800000000000000000e+01
2.188499999999999943e+02 0.000000000000000000e+00 1.241299999999999955e+02 1.584900000000000091e+02 1.133000000000000007e+01 1.078700000000000045e+03 7.949099999999999682e+02 5.600000000000000000e+01
1.530999999999999943e+02 1.450000000000000000e+02 1.130000000000000000e+02 1.785000000000000000e+02 8.000000000000000000e+00 1.001899999999999977e+03 6.887000000000000455e+02 2.800000000000000000e+01
1.450000000000000000e+02 1.160000000000000000e+02 1.190000000000000000e+02 1.840000000000000000e+02 5.700000000000000178e+00 8.330000000000000000e+02 8.800000000000000000e+02 2.800000000000000000e+01
4.750000000000000000e+02 0.000000000000000000e+00 5.900000000000000000e+01 1.420000000000000000e+02 1.899999999999999911e+00 1.098000000000000000e+03 6.410000000000000000e+02 2.800000000000000000e+01
2.490999999999999943e+02 0.000000000000000000e+00 9.875000000000000000e+01 1.581100000000000136e+02 1.280000000000000071e+01 9.877599999999999909e+02 8.890099999999999909e+02 3.000000000000000000e+00
1.620000000000000000e+02 2.070000000000000000e+02 1.720000000000000000e+02 2.160000000000000000e+02 1.000000000000000000e+01 8.220000000000000000e+02 6.380000000000000000e+02 2.800000000000000000e+01
2.550000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.920000000000000000e+02 0.000000000000000000e+00 8.897999999999999545e+02 9.450000000000000000e+02 2.800000000000000000e+01
1.813799999999999955e+02 0.000000000000000000e+00 1.670099999999999909e+02 1.695900000000000034e+02 7.559999999999999609e+00 1.055599999999999909e+03 7.777999999999999545e+02 2.800000000000000000e+01
4.250000000000000000e+02 1.062999999999999972e+02 0.000000000000000000e+00 1.535000000000000000e+02 1.650000000000000000e+01 8.521000000000000227e+02 8.871000000000000227e+02 7.000000000000000000e+00
2.513700000000000045e+02 0.000000000000000000e+00 1.182699999999999960e+02 1.884499999999999886e+02 5.750000000000000000e+00 1.028400000000000091e+03 7.577300000000000182e+02 5.600000000000000000e+01
1.395999999999999943e+02 2.094000000000000057e+02 0.000000000000000000e+00 1.920000000000000000e+02 0.000000000000000000e+00 1.047000000000000000e+03 8.068999999999999773e+02 2.800000000000000000e+01
