1.620000000000000000e+02 2.140000000000000000e+02 1.640000000000000000e+02 2.020000000000000000e+02 1.000000000000000000e+01 8.200000000000000000e+02 6.800000000000000000e+02 2.800000000000000000e+01
1.360000000000000000e+02 1.620000000000000000e+02 1.260000000000000000e+02 1.720000000000000000e+02 1.000000000000000000e+01 9.230000000000000000e+02 7.640000000000000000e+02 2.800000000000000000e+01
1.673499999999999943e+02 1.299000000000000057e+02 1.286200000000000045e+02 1.754600000000000080e+02 7.790000000000000036e+00 1.006299999999999955e+03 7.466000000000000227e+02 5.600000000000000000e+01
2.520000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.860000000000000000e+02 0.000000000000000000e+00 1.111000000000000000e+03 7.840000000000000000e+02 7.000000000000000000e+00
1.660900000000000034e+02 0.000000000000000000e+00 1.632700000000000102e+02 1.764600000000000080e+02 4.490000000000000213e+00 1.058599999999999909e+03 7.800900000000000318e+02 1.400000000000000000e+01
3.820000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.850000000000000000e+02 0.000000000000000000e+00 1.047000000000000000e+03 7.390000000000000000e+02 2.800000000000000000e+01
3.133000000000000114e+02 2.621999999999999886e+02 0.000000000000000000e+00 1.755000000000000000e+02 8.599999999999999645e+00 1.046900000000000091e+03 6.117999999999999545e+02 3.000000000000000000e+00
2.770500000000000114e+02 0.000000000000000000e+00 9.739000000000000057e+01 1.605999999999999943e+02 1.183000000000000007e+01 9.738999999999999773e+02 8.756100000000000136e+02 3.000000000000000000e+00
1.730000000000000000e+02 1.160000000000000000e+02 0.000000000000000000e+00 1.920000000000000000e+02 0.000000000000000000e+00 9.467999999999999545e+02 8.567999999999999545e+02 9.000000000000000000e+01
2.880000000000000000e+02 1.210000000000000000e+02 0.000000000000000000e+00 1.770000000000000000e+02 7.000000000000000000e+00 9.080000000000000000e+02 8.290000000000000000e+02 2.800000000000000000e+01
2.120000000000000000e+02 0.000000000000000000e+00 1.247800000000000011e+02 1.590000000000000000e+02 7.839999999999999858e+00 1.085400000000000091e+03 7.995399999999999636e+02 2.800000000000000000e+01
2.125200000000000102e+02 0.000000000000000000e+00 1.003700000000000045e+02 1.593199999999999932e+02 8.710000000000000853e+00 1.007799999999999955e+03 9.035900000000000318e+02 1.000000000000000000e+02
3.133000000000000114e+02 2.621999999999999886e+02 0.000000000000000000e+00 1.755000000000000000e+02 8.599999999999999645e+00 1.046900000000000091e+03 6.117999999999999545e+02 9.100000000000000000e+01
3.310000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.920000000000000000e+02 0.000000000000000000e+00 8.790000000000000000e+02 8.250000000000000000e+02 3.000000000000000000e+00
2.360000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.940000000000000000e+02 0.000000000000000000e+00 9.680000000000000000e+02 8.850000000000000000e+02 9.000000000000000000e+01
2.660000000000000000e+02 1.140000000000000000e+02 0.000000000000000000e+00 2.280000000000000000e+02 0.000000000000000000e+00 9.320000000000000000e+02 6.700000000000000000e+02 1.800000000000000000e+02
